,axis1,axis2,axis3,label
0,65.28904205398047,-1.8496447168512973,7.710889966349228,0
1,67.08725259741075,-1.4232795932725149,8.273691715757703,0
2,65.48738609316236,-1.45948129781211,7.780424787371497,0
3,63.519946676866134,-1.2267546763316373,7.225440569246692,0
4,66.52812762739636,-3.8975891245773626,8.104916387521468,0
5,66.94331582224724,-1.8174528742553226,8.997282585550563,0
6,65.13878083976884,-2.3012087056289663,8.312040012583749,0
7,65.75472304961542,-3.195661734259398,8.893104668528508,0
8,65.73798269376312,-4.655607197736516,9.981326198460017,0
9,66.14872167446724,-1.7692906758130147,8.858471929741507,0
10,67.792756025591,-2.1383018222090886,9.864142672808375,0
11,65.9064176736902,-4.155477218156662,9.191356521465591,0
12,65.99572169490104,-3.7796686336992438,8.974726799457347,0
13,66.43529124955732,-3.975754655886461,9.380306903324389,0
14,65.83477126006395,-1.2106680652801478,8.953267684631276,0
15,66.87630690763451,-2.6718995569450037,7.862812609222836,0
16,66.64783085622024,-3.6594589910736435,8.937103416755297,0
17,65.17299522775004,-2.8849297218805474,8.695097431838597,0
18,66.79484647838846,-2.6534544649253977,7.892565712608022,0
19,67.62872868124653,-1.8184056470563135,9.196727917611339,0
20,67.21709942353817,-2.9021522780531264,9.754462159955947,0
21,65.95331683590972,-2.069641531877818,8.479736336538926,0
22,66.08538013100112,-5.173782449678377,8.459642569226448,0
23,66.09346875113442,-1.1936265428648833,7.115484685582827,0
24,66.15369949763861,-3.215437522841298,9.530360740764838,0
25,66.04952998361698,-1.0423738635690631,7.378990796050521,0
26,67.44774639114472,-1.1057648759039964,8.57320011402851,0
27,66.60978868938663,-3.098572494937198,9.802522046365198,0
28,67.55999815168609,-2.1552681190489595,9.454220712106634,0
29,66.9349170894611,-3.297272317932318,8.075015507541767,0
30,67.21026944583004,-1.8185843365479428,8.774481333260226,0
31,67.00771871262809,-2.789848988897942,8.269793064683052,0
32,67.82902106061276,-2.0405249053971026,8.675905525632253,0
33,65.62835381004255,-1.5532682996095162,8.65196702066226,0
34,67.35142052546558,-2.0247556090281944,9.2500845603257,0
35,64.97327904714601,-1.811830335112409,8.991733268061164,0
36,66.77482437894069,-2.1693111614399885,7.444470625074739,0
37,66.89487113023705,-2.9464896592604424,9.369804451442395,0
38,64.81576878893522,-2.8757680112161546,9.300376634632059,0
39,65.86484844106297,-2.8637793155762696,10.108768375004315,0
40,66.19593529438632,-2.683230126074217,9.731532030358025,0
41,65.62963805391502,-1.5703628431921908,9.016864124341568,0
42,66.13383363414304,-2.5857426604898426,8.811338688230045,0
43,67.1675088441171,-3.3295646644241406,9.748633399489163,0
44,64.40202734302349,-1.3999816615092981,7.491529104532849,0
45,65.67322878350457,-1.2238787686282344,9.386608771199898,0
46,65.11770539598723,-3.106547865888608,8.592361533632616,0
47,66.26510342235167,-3.147671802805417,9.867021685440807,0
48,65.02122948015798,-2.355968898317654,9.375432950261992,0
49,65.9125950831811,-2.74138848076935,10.500929555777063,0
50,66.41142531179034,-3.0847272327571504,8.410676372479433,0
51,67.56245917107987,-2.727577343716305,9.290711452941316,0
52,66.09223403808357,-2.149211254467301,10.161720666749998,0
53,66.06999806473537,-3.0451969042650666,9.699229493997986,0
54,67.84148827191014,-4.131137565631086,10.838482801395212,0
55,65.61766139510632,-2.339240204541061,8.419070525131463,0
56,65.89400799878854,-1.720935610595784,8.772470158325346,0
57,68.42523133370983,-2.2642013145351663,12.12785187614114,0
58,66.30484660316397,-3.0646888410061335,11.982197279279431,0
59,67.20917154936441,-2.62893813769549,10.896882023607837,0
60,65.44223347475216,-4.669980374523971,10.13112456245276,0
61,67.19165204257865,-2.7286647200163032,11.11292939834533,0
62,66.4882607332468,-3.041146439667827,9.625773393068373,0
63,65.74839156749515,-1.514229186190604,8.555632597579832,0
64,63.90174930847851,-2.479415650001434,10.915486858658312,0
65,65.73587339916389,-2.7995409707931107,9.034316708685962,0
66,65.95947647507971,-2.8160761800579546,9.842841946773667,0
67,65.24883425764011,-3.057405853646978,11.424214164103821,0
68,66.50569117461933,-2.828390045479311,9.49652372460168,0
69,67.20482182194395,-1.9369720829798363,10.75606619053812,0
70,67.67315577620391,-2.016059148496346,10.666278820138485,0
71,67.55954484292121,-1.5876521943688964,10.457257165159588,0
72,64.39234288166007,-3.1181232689087723,7.929231222008706,0
73,66.0158191879022,-4.836989402887276,11.800161821081518,0
74,66.37927171047535,-3.502443576784888,10.230008230094368,0
75,65.87254410721773,-2.139667136300622,11.162146980404698,0
76,67.6987744508588,-3.527353294768932,10.175915711665532,0
77,64.02750562985403,-4.328761112900796,10.893149663375283,0
78,65.11704372454773,-3.040799320575052,10.9733808089662,0
79,65.6209787583559,-3.7917944401487955,10.891597213905325,0
80,66.88253292216024,-3.3928339014195745,10.503624158445351,0
81,64.85860480089477,-1.2280776338140338,8.852278276615836,0
82,64.60709558889374,-3.4410339905859098,9.125035157601879,0
83,66.10950045410746,-1.2622962615451627,10.331139328819667,0
